model,year,region,color,fuel_type,transmission,engine_size_l,mileage_km,price_usd,sales_volume,sales_classification,year_scaled,year_outlier,mileage_km_bin,mileage_km_scaled,mileage_km_outlier,price_usd_bin,price_usd_scaled,price_usd_outlier,sales_volume_bin,sales_volume_scaled,sales_volume_outlier
i3,2015,middle east,black,petrol,manual,3.3,143062.0,51143.0,778.0,low,-0.46538634506307086,False,"(100436.0, 150610.0]",0.7373488,False,"(29999.999, 52501.5]",-0.92067426,False,"(99.999, 2591.0]",-1.502747,False
x5,2014,asia,black,hybrid,manual,4.7,44337.0,64796.0,3145.0,low,-0.6965984145098395,False,"(2.999, 50121.5]",-0.96641904,False,"(52501.5, 75014.0]",-0.39482728,False,"(2591.0, 5097.0]",-0.6742396,False
5 series,2013,asia,silver,hybrid,manual,3.5,180102.0,65917.0,1185.0,low,-0.9278104839566081,False,"(150610.0, 199996.0]",1.3765745,False,"(52501.5, 75014.0]",-0.35165182,False,"(99.999, 2591.0]",-1.3602872,False
m5,2021,asia,silver,hybrid,manual,3.1,72544.0,41679.0,3874.0,low,0.921886071617541,False,"(50121.5, 100436.0]",-0.4796307,False,"(29999.999, 52501.5]",-1.2851814,False,"(2591.0, 5097.0]",-0.41907188,False
x3,2019,europe,red,petrol,manual,2.5,196020.0,41088.0,6451.0,low,0.4594619327240037,False,"(150610.0, 199996.0]",1.6512828,False,"(29999.999, 52501.5]",-1.3079438,False,"(5097.0, 7541.0]",0.4829407,False
m5,2024,north america,white,petrol,manual,1.9,134.0,106698.0,2975.0,low,1.615522279957847,False,"(2.999, 50121.5]",-1.7292618,False,"(97573.0, 119998.0]",1.2190335,False,"(2591.0, 5097.0]",-0.7337437,False
i8,2024,south america,red,hybrid,manual,2.8,33119.0,65706.0,1440.0,low,1.615522279957847,False,"(2.999, 50121.5]",-1.1600161,False,"(52501.5, 75014.0]",-0.3597785,False,"(99.999, 2591.0]",-1.271031,False
x6,2023,europe,red,hybrid,automatic,2.9,15603.0,86620.0,8605.0,high,1.3843102105110783,False,"(2.999, 50121.5]",-1.4623022,False,"(75014.0, 97573.0]",0.4457268,False,"(7541.0, 9999.0]",1.236893,False
x5,2022,north america,grey,petrol,manual,3.5,72028.0,116090.0,1705.0,low,1.1530981410643097,False,"(50121.5, 100436.0]",-0.48853567,False,"(97573.0, 119998.0]",1.5807675,False,"(99.999, 2591.0]",-1.1782745,False
3 series,2021,europe,blue,diesel,manual,4.5,71069.0,109522.0,7255.0,high,0.921886071617541,False,"(50121.5, 100436.0]",-0.5050858,False,"(97573.0, 119998.0]",1.3278002,False,"(5097.0, 7541.0]",0.76436025,False
i8,2013,middle east,black,hybrid,manual,3.1,44151.0,95068.0,999.0,low,-0.9278104839566081,False,"(2.999, 50121.5]",-0.969629,False,"(75014.0, 97573.0]",0.7711026,False,"(99.999, 2591.0]",-1.4253917,False
x5,2023,north america,red,petrol,automatic,2.6,140364.0,73218.0,8108.0,high,1.3843102105110783,False,"(100436.0, 150610.0]",0.6907875,False,"(52501.5, 75014.0]",-0.07045289,False,"(7541.0, 9999.0]",1.062931,False
x1,2019,south america,blue,electric,automatic,4.6,180517.0,56032.0,6677.0,low,0.4594619327240037,False,"(150610.0, 199996.0]",1.3837365,False,"(52501.5, 75014.0]",-0.73237383,False,"(5097.0, 7541.0]",0.56204623,False
x1,2017,south america,red,petrol,automatic,4.1,142574.0,73607.0,7200.0,high,-0.002962206169533556,False,"(100436.0, 150610.0]",0.728927,False,"(52501.5, 75014.0]",-0.055470504,False,"(5097.0, 7541.0]",0.7451089,False
m3,2017,north america,blue,diesel,manual,2.6,177914.0,48044.0,7525.0,high,-0.002962206169533556,False,"(150610.0, 199996.0]",1.3388146,False,"(29999.999, 52501.5]",-1.0400326,False,"(5097.0, 7541.0]",0.8588668,False
x5,2018,africa,grey,diesel,automatic,2.1,55121.0,105654.0,4904.0,low,0.2282498632772351,False,"(50121.5, 100436.0]",-0.7803119,False,"(97573.0, 119998.0]",1.1788237,False,"(2591.0, 5097.0]",-0.05854686,False
i8,2012,south america,red,petrol,manual,2.5,122909.0,67033.0,8612.0,high,-1.1590225534033767,False,"(100436.0, 150610.0]",0.38955405,False,"(52501.5, 75014.0]",-0.30866894,False,"(7541.0, 9999.0]",1.2393432,False
x1,2019,africa,white,diesel,automatic,1.9,136421.0,119224.0,9849.0,high,0.4594619327240037,False,"(100436.0, 150610.0]",0.6227403,False,"(97573.0, 119998.0]",1.701474,False,"(7541.0, 9999.0]",1.6723232,False
x3,2024,middle east,silver,petrol,manual,4.7,18205.0,88531.0,7346.0,high,1.615522279957847,False,"(2.999, 50121.5]",-1.4173976,False,"(75014.0, 97573.0]",0.5193292,False,"(5097.0, 7541.0]",0.79621243,False
i3,2017,asia,silver,petrol,manual,3.6,41789.0,79634.0,2486.0,low,-0.002962206169533556,False,"(2.999, 50121.5]",-1.0103917,False,"(75014.0, 97573.0]",0.17666015,False,"(99.999, 2591.0]",-0.9049056,False
5 series,2024,middle east,black,hybrid,manual,4.5,178460.0,47971.0,7410.0,high,1.615522279957847,False,"(150610.0, 199996.0]",1.3482374,False,"(29999.999, 52501.5]",-1.0428443,False,"(5097.0, 7541.0]",0.818614,False
5 series,2012,middle east,black,electric,automatic,4.4,38448.0,102088.0,8468.0,high,-1.1590225534033767,False,"(2.999, 50121.5]",-1.0680497,False,"(97573.0, 119998.0]",1.0414788,False,"(7541.0, 9999.0]",1.1889397,False
3 series,2011,africa,red,petrol,manual,2.0,179628.0,54530.0,9322.0,high,-1.3902346228501454,False,"(150610.0, 199996.0]",1.3683944,False,"(52501.5, 75014.0]",-0.79022354,False,"(7541.0, 9999.0]",1.4878604,False
i8,2011,asia,red,electric,automatic,3.1,99250.0,78341.0,7185.0,high,-1.3902346228501454,False,"(50121.5, 100436.0]",-0.018746192,False,"(75014.0, 97573.0]",0.1268601,False,"(5097.0, 7541.0]",0.73985857,False
5 series,2018,middle east,white,hybrid,automatic,4.9,43155.0,72756.0,5321.0,low,0.2282498632772351,False,"(2.999, 50121.5]",-0.98681766,False,"(52501.5, 75014.0]",-0.088246875,False,"(5097.0, 7541.0]",0.08741327,False
x1,2013,south america,white,hybrid,automatic,2.3,61854.0,79743.0,6173.0,low,-0.9278104839566081,False,"(50121.5, 100436.0]",-0.66411567,False,"(75014.0, 97573.0]",0.1808583,False,"(5097.0, 7541.0]",0.38563398,False
5 series,2014,north america,white,hybrid,automatic,1.7,8238.0,104159.0,3108.0,low,-0.6965984145098395,False,"(2.999, 50121.5]",-1.5894053,False,"(97573.0, 119998.0]",1.1212436,False,"(2591.0, 5097.0]",-0.6871905,False
x3,2011,asia,white,diesel,manual,2.7,175186.0,101426.0,4889.0,low,-1.3902346228501454,False,"(150610.0, 199996.0]",1.2917356,False,"(97573.0, 119998.0]",1.0159818,False,"(2591.0, 5097.0]",-0.06379723,False
x6,2018,south america,silver,diesel,manual,3.3,62764.0,108687.0,3072.0,low,0.2282498632772351,False,"(50121.5, 100436.0]",-0.64841115,False,"(97573.0, 119998.0]",1.2956401,False,"(2591.0, 5097.0]",-0.6997914,False
x1,2016,north america,silver,petrol,manual,1.7,77112.0,73508.0,966.0,low,-0.2341742756163022,False,"(50121.5, 100436.0]",-0.40079746,False,"(52501.5, 75014.0]",-0.059283502,False,"(99.999, 2591.0]",-1.4369425,False
x1,2012,middle east,grey,hybrid,manual,3.0,34262.0,42538.0,829.0,low,-1.1590225534033767,False,"(2.999, 50121.5]",-1.1402905,False,"(29999.999, 52501.5]",-1.2520969,False,"(99.999, 2591.0]",-1.4848958,False
x6,2015,south america,black,petrol,automatic,2.4,70400.0,31975.0,4653.0,low,-0.46538634506307086,False,"(50121.5, 100436.0]",-0.51663125,False,"(29999.999, 52501.5]",-1.6589322,False,"(2591.0, 5097.0]",-0.14640296,False
3 series,2016,middle east,grey,diesel,automatic,2.2,147830.0,107989.0,4661.0,low,-0.2341742756163022,False,"(100436.0, 150610.0]",0.81963354,False,"(97573.0, 119998.0]",1.2687565,False,"(2591.0, 5097.0]",-0.14360276,False
x3,2023,asia,black,petrol,manual,2.4,171318.0,84251.0,9731.0,high,1.3843102105110783,False,"(150610.0, 199996.0]",1.2249827,False,"(75014.0, 97573.0]",0.35448447,False,"(7541.0, 9999.0]",1.6310204,False
i8,2021,europe,silver,petrol,automatic,1.9,78577.0,55933.0,3780.0,low,0.921886071617541,False,"(50121.5, 100436.0]",-0.37551492,False,"(52501.5, 75014.0]",-0.7361868,False,"(2591.0, 5097.0]",-0.45197415,False
m3,2015,middle east,black,petrol,manual,1.8,82878.0,70234.0,9175.0,high,-0.46538634506307086,False,"(50121.5, 100436.0]",-0.3012895,False,"(52501.5, 75014.0]",-0.18538202,False,"(7541.0, 9999.0]",1.4364069,False
m5,2019,europe,silver,petrol,manual,3.6,157670.0,57325.0,9974.0,high,0.4594619327240037,False,"(150610.0, 199996.0]",0.98944944,False,"(52501.5, 75014.0]",-0.68257374,False,"(7541.0, 9999.0]",1.7160763,False
i8,2020,middle east,blue,electric,automatic,4.8,113513.0,42810.0,4554.0,low,0.6906740021707723,False,"(100436.0, 150610.0]",0.22740059,False,"(29999.999, 52501.5]",-1.2416208,False,"(2591.0, 5097.0]",-0.18105537,False
x5,2019,middle east,red,diesel,manual,4.3,21303.0,72700.0,9881.0,high,0.4594619327240037,False,"(2.999, 50121.5]",-1.3639332,False,"(52501.5, 75014.0]",-0.09040372,False,"(7541.0, 9999.0]",1.683524,False
3 series,2015,south america,silver,hybrid,automatic,4.4,27370.0,89623.0,3702.0,low,-0.46538634506307086,False,"(2.999, 50121.5]",-1.2592307,False,"(75014.0, 97573.0]",0.5613877,False,"(2591.0, 5097.0]",-0.47927606,False
5 series,2022,asia,red,electric,automatic,4.1,105056.0,46124.0,720.0,low,1.1530981410643097,False,"(100436.0, 150610.0]",0.081452094,False,"(29999.999, 52501.5]",-1.1139817,False,"(99.999, 2591.0]",-1.5230485,False
m3,2024,middle east,silver,electric,manual,4.8,98479.0,63027.0,9223.0,high,1.615522279957847,False,"(50121.5, 100436.0]",-0.03205189,False,"(52501.5, 75014.0]",-0.4629605,False,"(7541.0, 9999.0]",1.4532081,False
x3,2017,asia,white,electric,manual,4.8,67476.0,90091.0,6974.0,low,-0.002962206169533556,False,"(50121.5, 100436.0]",-0.5670928,False,"(75014.0, 97573.0]",0.5794128,False,"(5097.0, 7541.0]",0.6660034,False
m5,2023,middle east,blue,petrol,manual,4.2,120272.0,43886.0,2890.0,low,1.3843102105110783,False,"(100436.0, 150610.0]",0.3440455,False,"(29999.999, 52501.5]",-1.2001785,False,"(2591.0, 5097.0]",-0.7634958,False
x3,2017,north america,black,diesel,automatic,4.0,172111.0,64044.0,2498.0,low,-0.002962206169533556,False,"(150610.0, 199996.0]",1.2386681,False,"(52501.5, 75014.0]",-0.42379063,False,"(99.999, 2591.0]",-0.9007053,False
5 series,2014,north america,grey,diesel,manual,2.6,26599.0,117534.0,3201.0,low,-0.6965984145098395,False,"(2.999, 50121.5]",-1.2725364,False,"(97573.0, 119998.0]",1.6363834,False,"(2591.0, 5097.0]",-0.65463823,False
x5,2023,africa,black,diesel,automatic,1.8,125631.0,75739.0,7794.0,high,1.3843102105110783,False,"(100436.0, 150610.0]",0.43652958,False,"(75014.0, 97573.0]",0.02664374,False,"(7541.0, 9999.0]",0.9530233,False
x5,2013,asia,red,hybrid,manual,1.8,18220.0,64418.0,8464.0,high,-0.9278104839566081,False,"(2.999, 50121.5]",-1.4171388,False,"(52501.5, 75014.0]",-0.40938598,False,"(7541.0, 9999.0]",1.1875396,False
3 series,2020,north america,silver,hybrid,automatic,4.1,117164.0,102881.0,8754.0,high,0.6906740021707723,False,"(100436.0, 150610.0]",0.2904085,False,"(97573.0, 119998.0]",1.0720212,False,"(7541.0, 9999.0]",1.2890466,False
x3,2014,north america,black,petrol,manual,1.6,112839.0,108562.0,6705.0,low,-0.6965984145098395,False,"(100436.0, 150610.0]",0.21576889,False,"(97573.0, 119998.0]",1.2908257,False,"(5097.0, 7541.0]",0.5718469,False
m5,2018,europe,red,diesel,manual,4.4,139049.0,112316.0,7759.0,high,0.2282498632772351,False,"(100436.0, 150610.0]",0.66809356,False,"(97573.0, 119998.0]",1.4354115,False,"(7541.0, 9999.0]",0.9407725,False
i3,2021,africa,blue,diesel,manual,2.8,177624.0,63295.0,5159.0,low,0.921886071617541,False,"(150610.0, 199996.0]",1.3338099,False,"(52501.5, 75014.0]",-0.45263848,False,"(5097.0, 7541.0]",0.030709334,False
x6,2019,south america,silver,petrol,automatic,2.2,166335.0,63836.0,4542.0,low,0.4594619327240037,False,"(150610.0, 199996.0]",1.1389875,False,"(52501.5, 75014.0]",-0.4318018,False,"(2591.0, 5097.0]",-0.18525565,False
i3,2015,north america,black,electric,automatic,2.9,41438.0,42757.0,1691.0,low,-0.46538634506307086,False,"(2.999, 50121.5]",-1.0164492,False,"(29999.999, 52501.5]",-1.2436621,False,"(99.999, 2591.0]",-1.1831748,False
i3,2012,north america,black,petrol,manual,4.0,135347.0,74730.0,144.0,low,-1.1590225534033767,False,"(100436.0, 150610.0]",0.6042055,False,"(52501.5, 75014.0]",-0.012218021,False,"(99.999, 2591.0]",-1.7246625,False
i8,2012,north america,black,hybrid,automatic,2.5,130343.0,91964.0,5087.0,low,-1.1590225534033767,False,"(100436.0, 150610.0]",0.5178479,False,"(75014.0, 97573.0]",0.65155166,False,"(2591.0, 5097.0]",0.005507584,False
7 series,2023,middle east,grey,diesel,manual,2.1,92479.0,61925.0,6159.0,low,1.3843102105110783,False,"(50121.5, 100436.0]",-0.13559817,False,"(52501.5, 75014.0]",-0.5054042,False,"(5097.0, 7541.0]",0.3807336,False
5 series,2010,europe,blue,hybrid,manual,4.1,4453.0,69989.0,6699.0,low,-1.621446692296914,False,"(2.999, 50121.5]",-1.6547257,False,"(52501.5, 75014.0]",-0.19481823,False,"(5097.0, 7541.0]",0.56974673,False
i8,2024,europe,black,diesel,automatic,4.6,155759.0,34116.0,1270.0,low,1.615522279957847,False,"(150610.0, 199996.0]",0.95646995,False,"(29999.999, 52501.5]",-1.5764713,False,"(99.999, 2591.0]",-1.3305352,False
m5,2024,north america,grey,hybrid,manual,3.5,187371.0,84352.0,5709.0,low,1.615522279957847,False,"(150610.0, 199996.0]",1.5020208,False,"(75014.0, 97573.0]",0.3583745,False,"(5097.0, 7541.0]",0.22322269,False
3 series,2014,africa,blue,electric,automatic,3.3,132466.0,115092.0,7121.0,high,-0.6965984145098395,False,"(100436.0, 150610.0]",0.55448604,False,"(97573.0, 119998.0]",1.5423294,False,"(5097.0, 7541.0]",0.717457,False
x3,2015,south america,black,electric,manual,4.1,137650.0,98257.0,3359.0,low,-0.46538634506307086,False,"(100436.0, 150610.0]",0.64395005,False,"(97573.0, 119998.0]",0.89392734,False,"(2591.0, 5097.0]",-0.5993344,False
7 series,2017,africa,silver,petrol,automatic,4.1,64833.0,56335.0,9846.0,high,-0.002962206169533556,False,"(50121.5, 100436.0]",-0.61270493,False,"(52501.5, 75014.0]",-0.7207037,False,"(7541.0, 9999.0]",1.6712732,False
m3,2020,south america,black,diesel,automatic,1.5,91155.0,34213.0,8859.0,high,0.6906740021707723,False,"(50121.5, 100436.0]",-0.15844738,False,"(29999.999, 52501.5]",-1.5727353,False,"(7541.0, 9999.0]",1.3257992,False
m5,2018,europe,black,hybrid,automatic,2.5,30787.0,108706.0,2097.0,low,0.2282498632772351,False,"(2.999, 50121.5]",-1.2002611,False,"(97573.0, 119998.0]",1.2963718,False,"(99.999, 2591.0]",-1.0410651,False
3 series,2016,asia,red,hybrid,automatic,4.8,39266.0,69615.0,3352.0,low,-0.2341742756163022,False,"(2.999, 50121.5]",-1.0539329,False,"(52501.5, 75014.0]",-0.20922288,False,"(2591.0, 5097.0]",-0.6017846,False
x6,2010,africa,silver,electric,manual,4.9,113467.0,113580.0,1065.0,low,-1.621446692296914,False,"(100436.0, 150610.0]",0.22660673,False,"(97573.0, 119998.0]",1.4840946,False,"(99.999, 2591.0]",-1.4022901,False
i3,2016,south america,black,electric,automatic,3.3,35125.0,109879.0,2353.0,low,-0.2341742756163022,False,"(2.999, 50121.5]",-1.1253971,False,"(97573.0, 119998.0]",1.3415501,False,"(99.999, 2591.0]",-0.9514588,False
m3,2019,south america,grey,electric,manual,3.5,90559.0,34781.0,8199.0,high,0.4594619327240037,False,"(50121.5, 100436.0]",-0.16873299,False,"(29999.999, 52501.5]",-1.5508587,False,"(7541.0, 9999.0]",1.0947832,False
x6,2018,europe,white,electric,automatic,1.5,162602.0,84287.0,1424.0,low,0.2282498632772351,False,"(150610.0, 199996.0]",1.0745645,False,"(75014.0, 97573.0]",0.35587102,False,"(99.999, 2591.0]",-1.2766314,False
3 series,2013,middle east,grey,diesel,automatic,3.9,122527.0,94417.0,156.0,low,-0.9278104839566081,False,"(100436.0, 150610.0]",0.38296163,False,"(75014.0, 97573.0]",0.74602926,False,"(99.999, 2591.0]",-1.7204622,False
m5,2020,north america,black,petrol,manual,2.2,90617.0,112475.0,5386.0,low,0.6906740021707723,False,"(50121.5, 100436.0]",-0.16773205,False,"(97573.0, 119998.0]",1.4415354,False,"(5097.0, 7541.0]",0.11016485,False
x3,2021,south america,silver,hybrid,automatic,1.9,41096.0,76894.0,8500.0,high,0.921886071617541,False,"(2.999, 50121.5]",-1.0223513,False,"(75014.0, 97573.0]",0.07112871,False,"(7541.0, 9999.0]",1.2001405,False
5 series,2016,north america,silver,petrol,automatic,2.6,76406.0,30279.0,4445.0,low,-0.2341742756163022,False,"(50121.5, 100436.0]",-0.41298142,False,"(29999.999, 52501.5]",-1.7242538,False,"(2591.0, 5097.0]",-0.21920802,False
x3,2018,asia,silver,petrol,manual,3.8,7806.0,31701.0,527.0,low,0.2282498632772351,False,"(2.999, 50121.5]",-1.5968606,False,"(29999.999, 52501.5]",-1.6694853,False,"(99.999, 2591.0]",-1.5906032,False
i8,2010,north america,grey,electric,automatic,3.0,37661.0,40953.0,4475.0,low,-1.621446692296914,False,"(2.999, 50121.5]",-1.0816315,False,"(29999.999, 52501.5]",-1.3131434,False,"(2591.0, 5097.0]",-0.20870729,False
x3,2021,asia,white,hybrid,automatic,2.7,149296.0,42427.0,3711.0,low,0.921886071617541,False,"(100436.0, 150610.0]",0.8449334,False,"(29999.999, 52501.5]",-1.2563721,False,"(2591.0, 5097.0]",-0.47612584,False
x6,2019,europe,red,diesel,automatic,4.0,30976.0,30905.0,1620.0,low,0.4594619327240037,False,"(2.999, 50121.5]",-1.1969993,False,"(29999.999, 52501.5]",-1.7001433,False,"(99.999, 2591.0]",-1.2080266,False
7 series,2018,middle east,black,hybrid,manual,4.3,1072.0,109636.0,9237.0,high,0.2282498632772351,False,"(2.999, 50121.5]",-1.7130741,False,"(97573.0, 119998.0]",1.3321909,False,"(7541.0, 9999.0]",1.4581084,False
x3,2013,asia,grey,petrol,automatic,4.5,63455.0,102826.0,5367.0,low,-0.9278104839566081,False,"(50121.5, 100436.0]",-0.63648605,False,"(97573.0, 119998.0]",1.0699029,False,"(5097.0, 7541.0]",0.10351439,False
m5,2021,south america,black,hybrid,manual,3.1,92068.0,54632.0,3083.0,low,0.921886071617541,False,"(50121.5, 100436.0]",-0.14269109,False,"(52501.5, 75014.0]",-0.786295,False,"(2591.0, 5097.0]",-0.6959411,False
7 series,2017,asia,black,hybrid,automatic,4.0,131133.0,107554.0,3278.0,low,-0.002962206169533556,False,"(100436.0, 150610.0]",0.5314815,False,"(97573.0, 119998.0]",1.2520025,False,"(2591.0, 5097.0]",-0.6276864,False
i8,2012,middle east,red,electric,manual,4.6,103185.0,73537.0,3865.0,low,-1.1590225534033767,False,"(100436.0, 150610.0]",0.049162913,False,"(52501.5, 75014.0]",-0.058166564,False,"(2591.0, 5097.0]",-0.4222221,False
x3,2011,north america,white,petrol,automatic,4.7,67173.0,43122.0,9587.0,high,-1.3902346228501454,False,"(50121.5, 100436.0]",-0.5723219,False,"(29999.999, 52501.5]",-1.2296041,False,"(7541.0, 9999.0]",1.580617,False
x1,2022,africa,silver,diesel,manual,3.2,108501.0,40567.0,4195.0,low,1.1530981410643097,False,"(100436.0, 150610.0]",0.14090492,False,"(29999.999, 52501.5]",-1.3280102,False,"(2591.0, 5097.0]",-0.3067141,False
i8,2021,europe,white,diesel,automatic,2.7,125561.0,47888.0,7280.0,high,0.921886071617541,False,"(100436.0, 150610.0]",0.43532154,False,"(29999.999, 52501.5]",-1.046041,False,"(5097.0, 7541.0]",0.77311087,False
3 series,2017,north america,red,electric,automatic,4.7,12265.0,37348.0,4382.0,low,-0.002962206169533556,False,"(2.999, 50121.5]",-1.5199084,False,"(29999.999, 52501.5]",-1.4519904,False,"(2591.0, 5097.0]",-0.24125955,False
3 series,2017,asia,black,diesel,automatic,2.4,21108.0,39873.0,3397.0,low,-0.002962206169533556,False,"(2.999, 50121.5]",-1.3672985,False,"(29999.999, 52501.5]",-1.3547397,False,"(2591.0, 5097.0]",-0.58603346,False
5 series,2012,south america,red,petrol,automatic,4.3,118740.0,87277.0,1065.0,low,-1.1590225534033767,False,"(100436.0, 150610.0]",0.31760666,False,"(75014.0, 97573.0]",0.47103125,False,"(99.999, 2591.0]",-1.4022901,False
m5,2022,north america,black,electric,automatic,4.7,131709.0,81975.0,434.0,low,1.1530981410643097,False,"(100436.0, 150610.0]",0.54142195,False,"(75014.0, 97573.0]",0.26682407,False,"(99.999, 2591.0]",-1.6231555,False
5 series,2017,middle east,silver,diesel,automatic,4.1,69055.0,86210.0,5275.0,low,-0.002962206169533556,False,"(50121.5, 100436.0]",-0.53984284,False,"(75014.0, 97573.0]",0.4299356,False,"(5097.0, 7541.0]",0.07131215,False
m3,2020,europe,red,hybrid,automatic,3.9,107587.0,107328.0,1248.0,low,0.6906740021707723,False,"(100436.0, 150610.0]",0.12513137,False,"(97573.0, 119998.0]",1.243298,False,"(99.999, 2591.0]",-1.3382356,False
x1,2020,south america,black,electric,manual,1.7,19723.0,45833.0,8096.0,high,0.6906740021707723,False,"(2.999, 50121.5]",-1.3912004,False,"(29999.999, 52501.5]",-1.1251895,False,"(7541.0, 9999.0]",1.0587307,False
3 series,2015,africa,grey,electric,automatic,2.2,179279.0,59130.0,1201.0,low,-0.46538634506307086,False,"(150610.0, 199996.0]",1.3623714,False,"(52501.5, 75014.0]",-0.613054,False,"(99.999, 2591.0]",-1.3546869,False
x1,2019,middle east,red,diesel,automatic,3.8,11327.0,107629.0,8973.0,high,0.4594619327240037,False,"(2.999, 50121.5]",-1.5360962,False,"(97573.0, 119998.0]",1.254891,False,"(7541.0, 9999.0]",1.365702,False
3 series,2018,africa,grey,hybrid,manual,4.2,35804.0,84539.0,9610.0,high,0.2282498632772351,False,"(2.999, 50121.5]",-1.1136792,False,"(75014.0, 97573.0]",0.36557683,False,"(7541.0, 9999.0]",1.5886674,False
x5,2019,north america,red,diesel,automatic,1.7,66520.0,109089.0,1213.0,low,0.4594619327240037,False,"(50121.5, 100436.0]",-0.58359116,False,"(97573.0, 119998.0]",1.3111231,False,"(99.999, 2591.0]",-1.3504865,False
